1584932400, 02 , 004 , 010 , 134 , 16 
1584932400, 14 , 014 , 010 , 38 , 2 
1584932400, 22 , 140 , 060 , 12 ,
1584932400, 06 , 357 , 110 , 22 , 3 
1584932400, 94 , 014 , 020 , 1 , 1 
1584932400, 58 , 035 , 070 , 3 ,
1584932400, 02 , 002 , 010 , 14 , 1 
1584932400, 82 , 084 , 270 , 19 , 2 
1584932400, 02 , 001 , 010 , 6 , 3 
1584932400, 06 , 568 , 010 , 4 , 1 
1584932400, 06 , 274 , 010 , 1 ,
1584932400, 02 , 004 , 010 , 23 , 8 
1585018800, 82 , 084 , 270 , 44 , 18 
1585018800, 14 , 014 , 010 , 40 , 6 
1585018800, 02 , 004 , 010 , 6 , 2 
1585018800, 02 , 001 , 010 , 7 , 2 
1585018800, 02 , 002 , 010 , 5 ,
1585018800, 22 , 140 , 060 , 31 , 5 
1585018800, 06 , 638 , 040 , 6 , 3 
1585018800, 58 , 035 , 070 , 17 , 1 
1585018800, 02 , 004 , 010 , 286 , 94 
1585018800, 06 , 638 , 040 , 1 ,
1585018800, 02 , 009 , 010 , 1 ,
1585018800, 02 , 007 , 010 , 1 ,
1585105200, 06 , 056 , 010 , 2 ,
1585105200, 02 , 004 , 010 , 3 , 1 
1585105200, 58 , 035 , 070 , 4 , 1 
1585105200, 02 , 002 , 010 , 44 , 4 
1585105200, 22 , 140 , 060 , 40 , 4 
1585105200, 06 , 371 , 010 , 3 , 1 
1585105200, 06 , 638 , 040 , 10 , 4 
1585105200, 06 , 357 , 110 , 26 , 3 
1585105200, 02 , 001 , 010 , 3 , 1 
1585105200, 02 , 004 , 010 , 258 , 101 
1585105200, 02 , 004 , 010 , 7 , 1 
1585105200, 14 , 014 , 010 , 1 , 1 
1585105200, 06 , 568 , 010 , 23 , 8 
1585105200, 82 , 084 , 270 , 26 , 10 
1585105200, 06 , 861 , 010 , 1 ,
1585105200, 14 , 014 , 010 , 96 , 15 
1585105200, 06 , 274 , 010 , 1 ,
1585191600, 02 , 004 , 010 , 6 , 1 
1585191600, 82 , 084 , 270 , 71 , 7 
1585191600, 06 , 056 , 010 , 3 ,
1585191600, 06 , 274 , 010 , 2 , 2 
1585191600, 02 , 001 , 010 , 4 , 1 
1585191600, 82 , 042 , 290 , 1 ,
1585191600, 14 , 014 , 010 , 47 , 2 
1585191600, 02 , 002 , 010 , 32 ,
1585191600, 06 , 861 , 010 , 1 ,
1585191600, 02 , 003 , 010 , 1 ,
1585191600, 06 , 568 , 010 , 10 , 3 
1585191600, 02 , 007 , 010 , 1 ,
1585191600, 58 , 035 , 070 , 8 , 3 
1585191600, 14 , 007 , 210 , 1 ,
1585191600, 02 , 004 , 010 , 329 , 122 
1585191600, 02 , 003 , 010 , 1 , 1 
1585191600, 06 , 638 , 040 , 5 ,
1585191600, 06 , 056 , 010 , 9 , 5 
1585191600, 06 , 357 , 110 , 17 , 5 
1585191600, 86 , 049 , 110 , 2 ,
1585191600, 22 , 140 , 060 , 33 , 4 
1585191600, 14 , 042 , 170 , 2 ,
1585278000, 02 , 004 , 010 , 5 ,
1585278000, 02 , 004 , 010 , 245 , 64 
1585278000, 94 , 014 , 020 , 9 , 4 
1585278000, 14 , 014 , 010 , 4 , 3 
1585278000, 82 , 084 , 270 , 16 , 8 
1585278000, 06 , 568 , 010 , 5 , 5 
1585278000, 02 , 001 , 010 , 10 , 4 
1585278000, 74 , 035 , 070 , 2 ,
1585278000, 18 , 021 , 020 , 2 , 2 
1585278000, 74 , 056 , 150 , 3 ,
1585278000, 58 , 035 , 070 , 1 , 1 
1585278000, 82 , 042 , 290 , 1 ,
1585278000, 58 , 035 , 070 , 18 , 4 
1585278000, 06 , 357 , 110 , 5 , 3 
1585278000, 22 , 140 , 060 , 24 , 3 
1585278000, 02 , 002 , 010 , 2 , 1 
1585278000, 02 , 003 , 010 , 2 , 2 
1585278000, 18 , 021 , 020 , 5 , 4 
1585278000, 02 , 009 , 010 , 1 , 1 
1585278000, 02 , 003 , 010 , 2 ,
1585278000, 06 , 056 , 010 , 13 ,
1585278000, 06 , 638 , 040 , 3 ,
1585278000, 02 , 002 , 010 , 73 , 10 
1585278000, 06 , 861 , 010 , 4 , 3 
1585364400, 02 , 002 , 010 , 37 , 2 
1585364400, 02 , 002 , 010 , 4 ,
1585364400, 22 , 140 , 060 , 25 , 6 
1585364400, 14 , 014 , 010 , 5 , 1 
1585364400, 02 , 002 , 010 , 9 , 2 
1585364400, 02 , 004 , 010 , 220 , 42 
1585364400, 82 , 042 , 290 , 2 ,
1585364400, 02 , 001 , 010 , 4 , 2 
1585364400, 94 , 007 , 010 , 2 ,
1585364400, 62 , 042 , 450 , 1 ,
1585364400, 94 , 014 , 020 , 11 , 4 
1585364400, 02 , 005 , 010 , 1 , 1 
1585364400, 06 , 756 , 010 , 2 , 2 
1585364400, 58 , 035 , 070 , 15 , 2 
1585364400, 02 , 003 , 010 , 1 ,
1585364400, 58 , 035 , 070 , 3 ,
1585364400, 06 , 056 , 010 , 11 , 4 
1585364400, 82 , 084 , 270 , 104 , 15 
1585364400, 06 , 357 , 110 , 11 , 4 
1585364400, 50 , 021 , 010 , 1 , 1 
1585364400, 74 , 056 , 150 , 7 ,
1585364400, 02 , 003 , 010 , 3 , 2 
1585364400, 06 , 568 , 010 , 3 ,
1585450800, 06 , 056 , 010 , 3 , 3 
1585450800, 02 , 002 , 010 , 5 , 4 
1585450800, 94 , 014 , 020 , 13 , 5 
1585450800, 82 , 063 , 170 , 1 ,
1585450800, 14 , 098 , 230 , 1 , 1 
1585450800, 82 , 084 , 270 , 98 , 25 
1585450800, 06 , 357 , 110 , 18 , 3 
1585450800, 02 , 002 , 010 , 14 , 1 
1585450800, 54 , 028 , 030 , 1 , 1 
1585450800, 02 , 001 , 010 , 8 , 1 
1585450800, 14 , 014 , 010 , 122 , 3 
1585450800, 30 , 084 , 160 , 2 ,
1585450800, 34 , 014 , 020 , 3 ,
1585450800, 06 , 568 , 010 , 83 , 13 
1585450800, 22 , 140 , 060 , 1 ,
1585450800, 18 , 021 , 020 , 1 ,
1585450800, 06 , 182 , 030 , 1 ,
1585450800, 02 , 004 , 010 , 333 , 66 
1585450800, 74 , 056 , 150 , 1 ,
1585450800, 58 , 035 , 070 , 9 , 5 
1585537200, 74 , 056 , 150 , 8 ,
1585537200, 22 , 140 , 060 , 25 , 3 
1585537200, 58 , 035 , 070 , 8 , 4 
1585537200, 34 , 014 , 020 , 1 ,
1585537200, 14 , 014 , 010 , 78 , 10 
1585537200, 50 , 021 , 010 , 16 , 8 
1585537200, 02 , 003 , 010 , 6 , 2 
1585537200, 02 , 004 , 010 , 5 , 1 
1585537200, 02 , 004 , 010 , 24 , 4 
1585537200, 06 , 568 , 010 , 71 , 6 
1585537200, 02 , 002 , 010 , 5 , 3 
1585537200, 10 , 049 , 030 , 6 ,
1585537200, 02 , 005 , 010 , 5 , 1 
1585537200, 82 , 084 , 270 , 11 , 3 
1585537200, 02 , 001 , 010 , 12 , 4 
1585537200, 82 , 084 , 270 , 27 , 8 
1585537200, 06 , 861 , 010 , 2 ,
1585537200, 02 , 002 , 010 , 6 , 3 
1585537200, 94 , 014 , 020 , 9 , 6 
1585537200, 30 , 084 , 160 , 12 , 3 
1585537200, 82 , 063 , 170 , 6 ,
1585537200, 02 , 002 , 010 , 19 ,
1585537200, 06 , 274 , 010 , 1 , 1 
1585537200, 06 , 357 , 110 , 8 , 2 
1585537200, 14 , 182 , 060 , 1 , 1 
1585537200, 38 , 021 , 060 , 18 ,
1585537200, 06 , 515 , 060 , 2 ,
1585537200, 06 , 056 , 010 , 2 , 1 
1585537200, 02 , 004 , 010 , 260 , 48 
1585537200, 22 , 021 , 010 , 3 ,
1585537200, 18 , 021 , 020 , 2 ,
1585623600, 94 , 014 , 020 , 4 ,
1585623600, 54 , 028 , 030 , 1 , 1 
1585623600, 06 , 371 , 010 , 1 , 1 
1585623600, 02 , 002 , 010 , 40 , 9 
1585623600, 82 , 063 , 170 , 63 , 6 
1585623600, 02 , 004 , 010 , 30 , 6 
1585623600, 06 , 357 , 110 , 27 , 1 
1585623600, 02 , 007 , 010 , 6 ,
1585623600, 82 , 084 , 270 , 18 , 5 
1585623600, 06 , 056 , 010 , 1 ,
1585623600, 02 , 004 , 010 , 233 , 24 
1585623600, 02 , 003 , 010 , 12 ,
1585623600, 66 , 028 , 050 , 1 ,
1585623600, 14 , 014 , 010 , 14 , 10 
1585623600, 06 , 861 , 010 , 2 ,
1585623600, 42 , 021 , 020 , 1 ,
1585623600, 06 , 568 , 010 , 25 , 6 
1585623600, 82 , 042 , 290 , 1 ,
1585623600, 18 , 021 , 020 , 2 ,
1585623600, 02 , 001 , 010 , 9 , 3 
1585623600, 74 , 035 , 070 , 1 , 1 
1585623600, 02 , 005 , 010 , 5 , 1 
1585623600, 10 , 049 , 030 , 4 ,
1585623600, 82 , 084 , 270 , 40 , 11 
1585623600, 38 , 021 , 060 , 6 ,
1585623600, 30 , 084 , 160 , 33 ,
1585623600, 58 , 035 , 070 , 9 , 4 
1585623600, 02 , 002 , 010 , 12 , 6 
1585623600, 94 , 007 , 010 , 1 , 1 
1585623600, 90 , 084 , 010 , 6 , 2 
1585623600, 22 , 140 , 060 , 41 , 7 
1585623600, 02 , 002 , 010 , 8 , 1 
1585623600, 06 , 056 , 010 , 3 , 1 
1585623600, 14 , 014 , 010 , 1 ,
1585623600, 02 , 003 , 010 , 3 , 2 
1585623600, 02 , 005 , 010 , 2 , 2 
1585623600, 74 , 056 , 150 , 4 ,
1585710000, 30 , 084 , 160 , 24 , 2 
1585710000, 94 , 014 , 020 , 9 ,
1585710000, 02 , 005 , 010 , 1 ,
1585710000, 06 , 274 , 010 , 10 , 1 
1585710000, 02 , 003 , 010 , 15 ,
1585710000, 18 , 021 , 020 , 5 , 3 
1585710000, 58 , 035 , 070 , 22 , 3 
1585710000, 02 , 004 , 010 , 38 , 11 
1585710000, 46 , 014 , 010 , 6 , 2 
1585710000, 58 , 035 , 070 , 1 ,
1585710000, 02 , 013 , 010 , 1 ,
1585710000, 90 , 084 , 010 , 20 , 1 
1585710000, 02 , 002 , 010 , 6 , 1 
1585710000, 02 , 002 , 010 , 10 , 2 
1585710000, 06 , 371 , 010 , 2 ,
1585710000, 02 , 005 , 010 , 9 , 7 
1585710000, 66 , 028 , 050 , 1 , 1 
1585710000, 34 , 014 , 020 , 1 ,
1585710000, 74 , 056 , 150 , 1 , 1 
1585710000, 90 , 014 , 020 , 2 ,
1585710000, 02 , 001 , 010 , 27 , 6 
1585710000, 66 , 028 , 050 , 8 , 1 
1585710000, 22 , 140 , 060 , 41 , 5 
1585710000, 82 , 084 , 270 , 39 , 5 
1585710000, 02 , 002 , 010 , 51 , 8 
1585710000, 62 , 042 , 450 , 1 ,
1585710000, 02 , 004 , 010 , 6 ,
1585710000, 82 , 063 , 170 , 47 , 2 
1585710000, 42 , 021 , 020 , 1 ,
1585710000, 14 , 014 , 010 , 130 , 14 
1585710000, 06 , 357 , 110 , 26 , 6 
1585710000, 02 , 003 , 010 , 6 , 4 
1585710000, 50 , 021 , 010 , 18 , 7 
1585710000, 02 , 007 , 010 , 1 , 1 
1585710000, 82 , 042 , 290 , 2 ,
1585710000, 02 , 004 , 010 , 371 , 57 
1585710000, 06 , 515 , 060 , 18 , 1 
1585710000, 06 , 861 , 010 , 2 ,
1585710000, 06 , 056 , 010 , 13 , 3 
1585710000, 38 , 021 , 060 , 6 ,
1585710000, 06 , 568 , 010 , 21 , 1 
1585710000, 86 , 049 , 110 , 1 ,
1585710000, 82 , 084 , 270 , 36 , 3 
1585710000, 46 , 014 , 010 , 1 , 1 
1585710000, 10 , 049 , 030 , 2 ,
1585796400, 06 , 568 , 010 , 87 , 3 
1585796400, 54 , 028 , 030 , 1 ,
1585796400, 14 , 014 , 010 , 202 , 18 
1585796400, 90 , 070 , 030 , 2 ,
1585796400, 02 , 004 , 010 , 14 , 1 
1585796400, 06 , 357 , 110 , 29 , 12 
1585796400, 26 , 077 , 030 , 1 ,
1585796400, 22 , 084 , 020 , 1 ,
1585796400, 82 , 084 , 270 , 10 , 1 
1585796400, 34 , 014 , 020 , 1 ,
1585796400, 58 , 035 , 070 , 23 , 3 
1585796400, 22 , 140 , 060 , 38 , 7 
1585796400, 74 , 056 , 150 , 1 ,
1585796400, 06 , 441 , 030 , 4 ,
1585796400, 30 , 084 , 160 , 21 , 3 
1585796400, 02 , 015 , 010 , 1 , 1 
1585796400, 82 , 042 , 290 , 1 ,
1585796400, 02 , 002 , 010 , 12 , 3 
1585796400, 18 , 021 , 020 , 49 , 5 
1585796400, 26 , 077 , 040 , 11 ,
1585796400, 02 , 002 , 010 , 15 , 6 
1585796400, 82 , 084 , 270 , 51 , 3 
1585796400, 82 , 063 , 170 , 52 , 7 
1585796400, 06 , 515 , 060 , 13 ,
1585796400, 42 , 021 , 020 , 8 ,
1585796400, 06 , 861 , 010 , 2 , 1 
1585796400, 38 , 021 , 060 , 58 , 2 
1585796400, 06 , 049 , 020 , 9 ,
1585796400, 02 , 001 , 010 , 20 , 5 
1585796400, 02 , 005 , 010 , 18 , 1 
1585796400, 02 , 003 , 010 , 16 , 2 
1585796400, 66 , 028 , 050 , 7 , 1 
1585796400, 90 , 084 , 010 , 23 ,
1585796400, 02 , 007 , 010 , 2 ,
1585796400, 06 , 274 , 010 , 18 ,
1585796400, 10 , 049 , 030 , 7 ,
1585796400, 06 , 056 , 010 , 27 , 3 
1585796400, 50 , 021 , 010 , 11 , 2 
1585796400, 74 , 035 , 070 , 1 , 1 
1585796400, 02 , 004 , 010 , 19 , 5 
1585796400, 86 , 049 , 110 , 3 ,
1585796400, 46 , 014 , 010 , 2 ,
1585796400, 06 , 371 , 010 , 5 ,
1585796400, 02 , 004 , 010 , 447 , 78 
1585796400, 02 , 003 , 010 , 4 , 1 
1585796400, 62 , 007 , 090 , 6 , 1 
1585796400, 94 , 014 , 020 , 87 , 25 
1585796400, 02 , 002 , 010 , 35 , 5 
1585796400, 02 , 005 , 010 , 48 , 6 
1585882800, 06 , 568 , 010 , 73 , 2 
1585882800, 42 , 021 , 020 , 7 ,
1585882800, 58 , 035 , 070 , 2 , 1 
1585882800, 06 , 412 , 010 , 1 ,
1585882800, 82 , 084 , 270 , 11 , 1 
1585882800, 06 , 357 , 110 , 35 , 5 
1585882800, 02 , 004 , 010 , 5 ,
1585882800, 02 , 002 , 010 , 12 , 5 
1585882800, 02 , 002 , 010 , 17 ,
1585882800, 82 , 063 , 170 , 60 , 1 
1585882800, 02 , 005 , 010 , 37 , 7 
1585882800, 02 , 004 , 010 , 438 , 65 
1585882800, 06 , 056 , 010 , 21 ,
1585882800, 06 , 274 , 010 , 46 , 2 
1585882800, 06 , 763 , 050 , 1 , 1 
1585882800, 06 , 515 , 060 , 38 ,
1585882800, 30 , 084 , 160 , 21 , 4 
1585882800, 14 , 014 , 010 , 141 , 4 
1585882800, 38 , 021 , 060 , 5 ,
1585882800, 06 , 077 , 010 , 1 ,
1585882800, 58 , 035 , 070 , 14 , 2 
1585882800, 50 , 028 , 020 , 4 ,
1585882800, 02 , 003 , 010 , 19 , 3 
1585882800, 02 , 004 , 010 , 47 , 5 
1585882800, 54 , 028 , 030 , 1 ,
1585882800, 66 , 028 , 050 , 3 ,
1585882800, 02 , 007 , 010 , 2 , 2 
1585882800, 06 , 441 , 030 , 62 , 5 
1585882800, 06 , 427 , 010 , 1 , 1 
1585882800, 22 , 140 , 060 , 8 , 7 
1585882800, 62 , 042 , 450 , 1 ,
1585882800, 06 , 658 , 010 , 1 ,
1585882800, 46 , 014 , 010 , 11 , 2 
1585882800, 62 , 042 , 450 , 4 , 2 
1585882800, 06 , 126 , 030 , 1 ,
1585882800, 90 , 084 , 010 , 24 , 1 
1585882800, 06 , 861 , 010 , 6 , 1 
1585882800, 86 , 049 , 110 , 3 , 1 
1585882800, 50 , 021 , 010 , 33 , 12 
1585882800, 02 , 015 , 010 , 35 , 11 
1585882800, 18 , 021 , 020 , 27 ,
1585882800, 34 , 014 , 020 , 1 ,
1585882800, 62 , 007 , 090 , 6 , 2 
1585882800, 02 , 002 , 010 , 62 , 1 
1585882800, 06 , 861 , 010 , 1 ,
1585882800, 02 , 005 , 010 , 11 ,
1585882800, 06 , 371 , 010 , 5 ,
1585882800, 02 , 004 , 010 , 8 ,
1585882800, 82 , 084 , 270 , 98 , 8 
1585882800, 02 , 001 , 010 , 23 , 3 
1585882800, 06 , 049 , 020 , 1 ,
1585882800, 50 , 007 , 010 , 1 ,
1585882800, 14 , 182 , 060 , 1 ,
1585882800, 94 , 014 , 020 , 39 , 7 
1585882800, 78 , 021 , 040 , 8 , 1 
1585969200, 18 , 021 , 020 , 13 ,
1585969200, 06 , 756 , 010 , 1 ,
1585969200, 62 , 042 , 450 , 2 ,
1585969200, 06 , 070 , 010 , 1 ,
1585969200, 06 , 126 , 030 , 2 ,
1585969200, 02 , 007 , 010 , 1 ,
1585969200, 06 , 515 , 060 , 52 , 2 
1585969200, 06 , 357 , 110 , 43 , 7 
1585969200, 06 , 568 , 010 , 26 , 1 
1585969200, 38 , 021 , 060 , 1 ,
1585969200, 06 , 371 , 010 , 3 ,
1585969200, 02 , 002 , 010 , 40 , 3 
1585969200, 02 , 002 , 010 , 16 , 4 
1585969200, 70 , 028 , 010 , 2 ,
1585969200, 82 , 063 , 170 , 59 , 5 
1585969200, 06 , 763 , 050 , 2 , 1 
1585969200, 62 , 042 , 400 , 1 ,
1585969200, 02 , 004 , 010 , 382 , 62 
1585969200, 06 , 760 , 010 , 3 ,
1585969200, 02 , 005 , 010 , 8 ,
1585969200, 02 , 015 , 010 , 1 ,
1585969200, 02 , 002 , 010 , 17 , 1 
1585969200, 82 , 084 , 270 , 6 , 1 
1585969200, 22 , 140 , 060 , 51 , 2 
1585969200, 94 , 014 , 020 , 43 , 2 
1585969200, 30 , 084 , 160 , 23 , 3 
1585969200, 82 , 084 , 270 , 66 , 5 
1585969200, 06 , 638 , 040 , 3 ,
1585969200, 06 , 049 , 020 , 11 , 1 
1585969200, 02 , 003 , 010 , 1 ,
1585969200, 46 , 014 , 010 , 8 ,
1585969200, 02 , 004 , 010 , 65 , 9 
1585969200, 06 , 056 , 010 , 22 , 4 
1585969200, 06 , 805 , 010 , 4 ,
1585969200, 58 , 035 , 070 , 1 ,
1585969200, 34 , 014 , 020 , 1 ,
1585969200, 06 , 274 , 010 , 34 , 4 
1585969200, 58 , 035 , 070 , 41 , 9 
1585969200, 22 , 168 , 020 , 1 ,
1585969200, 66 , 028 , 050 , 8 ,
1585969200, 02 , 003 , 010 , 15 ,
1585969200, 06 , 861 , 010 , 2 ,
1585969200, 06 , 756 , 010 , 1 ,
1585969200, 62 , 007 , 090 , 1 ,
1585969200, 46 , 014 , 010 , 3 , 1 
1585969200, 02 , 005 , 010 , 18 , 5 
1585969200, 06 , 638 , 040 , 4 , 1 
1585969200, 02 , 004 , 010 , 1 ,
1585969200, 50 , 021 , 010 , 15 , 1 
1585969200, 06 , 371 , 010 , 4 ,
1585969200, 50 , 007 , 010 , 5 , 1 
1585969200, 06 , 441 , 030 , 54 , 6 
1585969200, 42 , 021 , 020 , 6 ,
1585969200, 90 , 084 , 010 , 14 ,
1585969200, 78 , 021 , 040 , 9 , 1 
1585969200, 50 , 007 , 010 , 7 , 1 
1585969200, 06 , 861 , 010 , 5 ,
1585969200, 10 , 049 , 030 , 10 ,
1585969200, 02 , 001 , 010 , 18 , 3 
1585969200, 14 , 014 , 010 , 56 , 6 
1585969200, 14 , 014 , 010 , 2 ,
1586055600, 90 , 084 , 010 , 21 , 5 
1586055600, 02 , 007 , 010 , 3 ,
1586055600, 02 , 001 , 010 , 19 , 3 
1586055600, 46 , 014 , 010 , 3 , 1 
1586055600, 82 , 063 , 170 , 2 ,
1586055600, 58 , 035 , 070 , 30 , 12 
1586055600, 22 , 098 , 030 , 4 ,
1586055600, 30 , 084 , 160 , 12 , 3 
1586055600, 50 , 021 , 010 , 2 ,
1586055600, 74 , 035 , 070 , 1 ,
1586055600, 02 , 004 , 010 , 259 , 34 
1586055600, 06 , 568 , 010 , 86 , 6 
1586055600, 06 , 515 , 060 , 1 ,
1586055600, 58 , 035 , 070 , 14 , 4 
1586055600, 02 , 004 , 010 , 53 , 6 
1586055600, 02 , 002 , 010 , 46 , 1 
1586055600, 82 , 042 , 290 , 1 ,
1586055600, 02 , 005 , 010 , 8 ,
1586055600, 82 , 084 , 270 , 2 ,
1586055600, 38 , 021 , 060 , 1 ,
1586055600, 94 , 014 , 020 , 18 , 3 
1586055600, 78 , 021 , 040 , 4 ,
1586055600, 78 , 028 , 010 , 1 ,
1586055600, 22 , 140 , 060 , 46 ,
1586055600, 02 , 002 , 010 , 25 , 2 
1586055600, 46 , 014 , 010 , 11 ,
1586055600, 06 , 056 , 010 , 5 , 1 
1586055600, 62 , 042 , 450 , 1 ,
1586055600, 02 , 005 , 010 , 20 ,
1586055600, 06 , 049 , 020 , 7 ,
1586055600, 14 , 014 , 010 , 125 , 8 
1586055600, 02 , 002 , 010 , 7 , 1 
1586055600, 66 , 028 , 050 , 1 ,
1586055600, 62 , 042 , 450 , 2 ,
1586055600, 82 , 084 , 270 , 56 , 4 
1586055600, 02 , 004 , 010 , 15 , 1 
1586055600, 74 , 056 , 150 , 3 , 1 
1586055600, 50 , 007 , 010 , 19 , 2 
1586055600, 62 , 021 , 060 , 1 ,
1586055600, 06 , 861 , 010 , 4 ,
1586055600, 06 , 638 , 040 , 11 ,
1586055600, 10 , 049 , 030 , 1 ,
1586055600, 06 , 441 , 030 , 47 , 4 
1586055600, 34 , 014 , 020 , 2 ,
1586142000, 18 , 021 , 020 , 6 ,
1586142000, 02 , 005 , 010 , 20 , 6 
1586142000, 50 , 028 , 020 , 4 ,
1586142000, 62 , 007 , 090 , 10 , 3 
1586142000, 06 , 638 , 040 , 2 ,
1586142000, 06 , 371 , 010 , 3 , 1 
1586142000, 02 , 002 , 010 , 54 , 8 
1586142000, 02 , 005 , 010 , 9 , 2 
1586142000, 18 , 021 , 020 , 60 , 1 
1586142000, 02 , 015 , 010 , 2 ,
1586142000, 50 , 021 , 010 , 16 ,
1586142000, 70 , 028 , 010 , 3 ,
1586142000, 02 , 004 , 010 , 10 ,
1586142000, 22 , 084 , 020 , 1 ,
1586142000, 02 , 003 , 010 , 10 ,
1586142000, 06 , 049 , 020 , 9 ,
1586142000, 06 , 274 , 010 , 51 , 1 
1586142000, 74 , 035 , 070 , 1 ,
1586142000, 38 , 021 , 060 , 3 ,
1586142000, 02 , 002 , 010 , 17 , 5 
1586142000, 02 , 002 , 010 , 27 ,
1586142000, 66 , 028 , 050 , 4 ,
1586142000, 02 , 004 , 010 , 199 , 43 
1586142000, 82 , 084 , 270 , 5 ,
1586142000, 22 , 140 , 060 , 103 , 10 
1586142000, 50 , 007 , 010 , 4 ,
1586142000, 06 , 497 , 060 , 3 ,
1586142000, 02 , 001 , 010 , 33 , 1 
1586142000, 34 , 014 , 020 , 10 ,
1586142000, 30 , 084 , 160 , 8 ,
1586142000, 14 , 014 , 010 , 122 , 12 
1586142000, 90 , 084 , 010 , 13 , 1 
1586142000, 06 , 056 , 010 , 7 , 1 
1586142000, 58 , 035 , 070 , 5 ,
1586142000, 02 , 003 , 010 , 2 ,
1586142000, 02 , 004 , 010 , 39 , 16 
1586142000, 50 , 007 , 010 , 5 ,
1586142000, 02 , 004 , 010 , 18 ,
1586142000, 06 , 357 , 110 , 31 , 1 
1586142000, 22 , 140 , 060 , 1 , 1 
1586142000, 74 , 056 , 150 , 4 ,
1586142000, 82 , 084 , 270 , 76 , 3 
1586142000, 06 , 568 , 010 , 113 , 14 
1586142000, 06 , 441 , 030 , 28 , 3 
1586142000, 82 , 063 , 170 , 57 , 2 
1586142000, 94 , 014 , 020 , 34 , 3 
1586142000, 46 , 014 , 010 , 13 , 1 
1586142000, 86 , 049 , 110 , 17 , 7 
1586142000, 06 , 515 , 060 , 11 ,
